sample_id,host_animal_species,animal_infection_site_uti,mic_id,num,equal,value
MO65211PPY20632,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
OH43068PPY20044,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY20032,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY20171,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY20187,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY20189,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY20193,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY20207,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
WI53706PPY20020,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
FL34741PPY30057,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
CA95616PPY30016,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
CA95616PPY30100,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
FL34741PPY30036,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
FL34741PPY30040,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IA50014PPY30203,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IA50014PPY30204,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30170,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY42240PPY30069,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY42240PPY30097,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
LA70803PPY30009,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY30601,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY30614,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MS39208PPY30132,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
ND58102PPY30085,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
ND58102PPY30256,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
NY14853PPY30084,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
OH43068PPY30039,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30002,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30046,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30066,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30070,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30110,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30116,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA17110PPY30018,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA19348PPY30001,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA19348PPY30018,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
TX77840PPY30001,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
TX77840PPY30004,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WA99164PPY30045,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WA99164PPY30094,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WI53706PPY30004,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WI53706PPY30072,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
AL36849PPY30086,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
AL36849PPY30116,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
AL36849PPY30154,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
CA95616PPY30046,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
CA95616PPY30094,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
FL34741PPY30070,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
GA30602PPY30381,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
GA30602PPY30382,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
GA30602PPY30383,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
GA30602PPY30388,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IA50014PPY30009,Bos taurus,Not UTI/urine/urinary tract,penicillin,0.25,=,=0.25
IA50014PPY30010,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30032,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30033,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30075,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30109,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30163,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
kY40511PPY30037,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
kY40511PPY30046,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
kY40511PPY30098,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY42240PPY30001,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY42240PPY30004,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY42240PPY30062,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
LA70803PPY30002,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
LA70803PPY30052,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MI48910PPY30005,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MI48910PPY30134,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY30051,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY30060,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY30061,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY30101,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY30108,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
ND58102PPY30045,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
ND58102PPY30175,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
NE68583PPY30015,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
NY14853PPY30265,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
NY14853PPY30287,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
OH43068PPY30002,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
OH43068PPY30003,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
OH43068PPY30025,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
OH43068PPY30044,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
OH43068PPY30045,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30001,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30044,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30045,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30075,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30077,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30111,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA17110PPY30002,Bos taurus,Not UTI/urine/urinary tract,penicillin,0.12,<=,<=0.12
PA17110PPY30003,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA17110PPY30011,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA17110PPY30016,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA17110PPY30017,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30066,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30067,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30068,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30073,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30075,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WA99164PPY30044,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WI53706PPY30002,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WI53706PPY30021,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY30052,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,>,>8
LA70803PPY30046,Canis familiaris,Not UTI/urine/urinary tract,penicillin,0.06,<=,<=0.06
AL36849PPY30001,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
AL36849PPY30037,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
AL36849PPY30096,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
CA95616PPY30023,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
CA95616PPY30101,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
FL34741PPY30045,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
FL34741PPY30047,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
GA30602PPY30276,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
GA30602PPY30277,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
GA30602PPY30279,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
GA30602PPY30280,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
GA30602PPY30286,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IA50014PPY30306,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IA50014PPY30304,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30005,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30094,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30172,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY40511PPY30006,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY40511PPY30017,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY40511PPY30111,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY42240PPY30043,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY42240PPY30059,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
LA70803PPY30044,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
LA70803PPY30051,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
LA70803PPY30138,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,=,=8
LA70803PPY30158,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MI48910PPY30088,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY30801,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY30807,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY30832,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MS39208PPY30076,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MS39208PPY30134,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MS39208PPY30135,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
NE68583PPY30031,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
NY14853PPY30206,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
OH43068PPY30043,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30060,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30068,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA17110PPY30013,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA19348PPY30002,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA19348PPY30020,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA19348PPY30025,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
TN37220PPY30021,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
TN37220PPY30024,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WA99164PPY30026,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WA99164PPY30027,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WI53706PPY30069,Equus caballus,Not UTI/urine/urinary tract,penicillin,8,>,>8
FL34741PPY30024,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
GA30602PPY30501,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
GA30602PPY30502,Sus domesticus,UTI/urine/urinary tract,penicillin,8,>,>8
IA50014PPY30102,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IA50014PPY30105,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30034,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30093,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY30134,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KS66506PPY30006,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KS66506PPY30082,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KS66506PPY30181,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KS66506PPY30234,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY42240PPY30011,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY42240PPY30063,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MI48910PPY30040,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY30248,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY30255,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY30256,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY30401,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
ND58102PPY30273,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
NE68583PPY30098,Sus domesticus,Not UTI/urine/urinary tract,penicillin,0.12,<=,<=0.12
NY14853PPY30002,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
NY14853PPY30075,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30059,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30080,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30120,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30139,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30159,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WI53706PPY30108,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WI53706PPY30140,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IA50014PPY30201,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY20302,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY20312,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY30301,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY30309,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
NY14853PPY30095,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30004,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30086,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY30118,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30172,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30173,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30178,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30194,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY30198,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
FL34741PPY40020,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY40017,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY40018,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
IN47907PPY40070,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
KY40511PPY40106,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY40320,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY40601,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY40616,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY40620,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
MS39208PPY40070,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
NC27607PPY40004,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
NC27607PPY40015,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
NE68583PPY40111,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY40004,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
PA16802PPY40034,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
TX77840PPY40009,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
TX77840PPY40173,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WA99164PPY40018,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WI53706PPY40001,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
WI53706PPY40092,Gallus gallus,Not UTI/urine/urinary tract,penicillin,8,>,>8
AL36849PPY40039,Bos taurus,Not UTI/urine/urinary tract,penicillin,256,>,>256
AL36849PPY40077,Bos taurus,Not UTI/urine/urinary tract,penicillin,256,<=,<=256
AL36849PPY40103,Bos taurus,Not UTI/urine/urinary tract,penicillin,256,>,>256
FL34741PPY40001,Bos taurus,Not UTI/urine/urinary tract,penicillin,256,<=,<=256
GA30602PPY40381,Bos taurus,Not UTI/urine/urinary tract,penicillin,256,<=,<=256
GA30602PPY40382,Bos taurus,Not UTI/urine/urinary tract,penicillin,256,>,>256
IA50014PPY40016,Bos taurus,Not UTI/urine/urinary tract,penicillin,32,=,=32
IN47907PPY40002,Bos taurus,Not UTI/urine/urinary tract,penicillin,16,=,=16
IN47907PPY40050,Bos taurus,Not UTI/urine/urinary tract,penicillin,16,=,=16
KY40511PPY40056,Bos taurus,Not UTI/urine/urinary tract,penicillin,16,=,=16
MO65211PPY40101,Bos taurus,Not UTI/urine/urinary tract,penicillin,64,>,>64
MO65211PPY40102,Bos taurus,Not UTI/urine/urinary tract,penicillin,16,=,=16
MS39208PPY40030,Bos taurus,Not UTI/urine/urinary tract,penicillin,256,<=,<=256
ND58102PPY40045,Bos taurus,Not UTI/urine/urinary tract,penicillin,256,<=,<=256
ND58102PPY40102,Bos taurus,Not UTI/urine/urinary tract,penicillin,256,>,>256
NE68583PPY40096,Bos taurus,Not UTI/urine/urinary tract,penicillin,64,>,>64
PA16802PPY40001,Bos taurus,Not UTI/urine/urinary tract,penicillin,256,>,>256
SD57007PPY40068,Bos taurus,Not UTI/urine/urinary tract,penicillin,8,<=,<=8
TX77840PPY40164,Bos taurus,Not UTI/urine/urinary tract,penicillin,16,=,=16
WI53706PPY40003,Bos taurus,Not UTI/urine/urinary tract,penicillin,64,>,>64
AL36849PPY40048,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
AL36849PPY40102,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
FL34741PPY40024,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,=,=4
GA30602PPY40297,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
GA30602PPY40305,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,=,=4
IA50014PPY40313,Equus caballus,Not UTI/urine/urinary tract,penicillin,1,<=,<=1
IN47907PPY40092,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
KY40511PPY40018,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,=,=4
KY40511PPY40066,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
LA70803PPY40011,Equus caballus,UTI/urine/urinary tract,penicillin,4,=,=4
MI48910PPY40040,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
MI48910PPY40058,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,=,=4
MO65211PPY40801,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
MO65211PPY40802,Equus caballus,Not UTI/urine/urinary tract,penicillin,2,=,=2
MO65211PPY40817,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
MS39208PPY40008,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
MS39208PPY40241,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
NE68583PPY40066,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
WA99164PPY40037,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,=,=4
WA99164PPY40058,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,=,=4
WI53706PPY40104,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
WI53706PPY40248,Equus caballus,Not UTI/urine/urinary tract,penicillin,4,>,>4
IA50014PPY40112,Sus domesticus,Not UTI/urine/urinary tract,penicillin,64,>,>64
IN47907PPY40033,Sus domesticus,Not UTI/urine/urinary tract,penicillin,8,<=,<=8
KS66506PPY40005,Sus domesticus,Not UTI/urine/urinary tract,penicillin,16,=,=16
KS66506PPY40066,Sus domesticus,Not UTI/urine/urinary tract,penicillin,16,=,=16
MN55108PPY40250,Sus domesticus,Not UTI/urine/urinary tract,penicillin,256,<=,<=256
MN55108PPY40271,Sus domesticus,Not UTI/urine/urinary tract,penicillin,256,>,>256
SD57007PPY40149,Sus domesticus,Not UTI/urine/urinary tract,penicillin,64,>,>64
WI53706PPY40203,Sus domesticus,Not UTI/urine/urinary tract,penicillin,64,>,>64
WI53706PPY40224,Sus domesticus,Not UTI/urine/urinary tract,penicillin,16,=,=16
IA50014PPY40209,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
MN55108PPY40306,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
MO65211PPY40605,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
SD57007PPY40190,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
WA99164PPY40076,Meleagris gallopavo,Not UTI/urine/urinary tract,penicillin,8,>,>8
CA95616PPY10009,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
FL34741PPY10020,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,128,=,=128
FL34741PPY10023,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,128,=,=128
GA30602PPY10241,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,128,=,=128
GA30602PPY10242,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,128,=,=128
IN47907PPY10070,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,256,=,=256
IN47907PPY10207,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,128,=,=128
KY40511PPY10009,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,64,=,=64
KY40511PPY10137,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,128,=,=128
MO65211PPY13006,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,32,<=,<=32
NE68583PPY10047,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,64,=,=64
NY14853PPY10134,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
NY14853PPY10283,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,64,=,=64
OH43068PPY10094,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,128,=,=128
PA19348PPY10032,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,128,=,=128
SD57007PPY10083,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,128,=,=128
TX77840PPY10776,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
TX77840PPY11678,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
WA99164PPY10016,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,32,<=,<=32
WA99164PPY10032,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,256,=,=256
WI53706PPY10200,Gallus gallus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
AL36849PPY10005,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
AL36849PPY10073,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
CA95616PPY10001,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
CA95616PPY10094,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
CO80526PPY10122,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
CO80526PPY10133,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
GA30602PPY10161,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
GA30602PPY10163,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,<=,<=256
GA30602PPY10164,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,<=,<=256
IN47907PPY10016,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,<=,<=256
IN47907PPY10239,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
KY40511PPY10001,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
KY40511PPY10114,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,<=,<=256
MI48910PPY10006,Bos taurus,Not UTI/urine/urinary tract,sulphadimethoxine,256,>,>256
